date,PRECTOTCORR,T2M_MAX,T2M_MIN,T2M,RH2M,WS10M,year,month,dtr
2008-12-04,0.0,25.75,11.14,16.95,27.25,2.49,2008,12,14.61
2008-12-05,0.0,25.13,8.98,16.24,26.9,2.41,2008,12,16.15
2008-12-06,0.0,25.98,8.42,16.46,25.84,2.8,2008,12,17.560000000000002
2008-12-07,1.29,27.18,10.53,17.1,26.49,2.73,2008,12,16.65
2008-12-08,16.77,22.5,12.47,16.11,63.98,2.62,2008,12,10.03
2008-12-09,0.7,19.42,10.23,14.19,76.39,3.17,2008,12,9.190000000000001
2008-12-10,0.02,21.53,9.75,13.92,61.36,2.72,2008,12,11.780000000000001
2008-12-11,0.0,22.53,9.39,14.18,49.47,2.95,2008,12,13.14
2008-12-12,0.02,23.12,6.47,13.22,40.39,3.06,2008,12,16.650000000000002
2008-12-13,0.0,22.21,7.43,13.46,38.15,2.3,2008,12,14.780000000000001
2008-12-14,0.0,21.49,6.76,12.55,41.06,2.48,2008,12,14.729999999999999
2008-12-15,0.0,21.22,9.79,14.4,33.8,1.53,2008,12,11.43
2008-12-16,0.03,18.16,10.16,12.86,44.96,2.62,2008,12,8.0
2008-12-17,3.04,17.27,7.68,11.63,73.24,2.59,2008,12,9.59
2008-12-18,0.96,22.53,9.75,14.3,62.85,2.53,2008,12,12.780000000000001
2008-12-19,3.51,19.36,11.16,14.6,69.58,1.61,2008,12,8.2
2008-12-20,17.34,18.6,10.11,13.96,78.21,1.9,2008,12,8.490000000000002
2008-12-21,0.0,19.74,6.71,11.91,64.71,2.97,2008,12,13.029999999999998
2008-12-22,0.0,22.57,6.86,12.63,49.78,3.16,2008,12,15.71
2008-12-23,0.0,22.35,8.43,13.71,37.58,2.65,2008,12,13.920000000000002
2008-12-24,0.0,22.31,9.49,14.07,40.9,2.44,2008,12,12.819999999999999
2008-12-25,0.0,21.65,8.26,13.47,43.93,2.45,2008,12,13.389999999999999
2008-12-26,0.0,22.77,8.43,13.74,44.07,2.76,2008,12,14.34
2008-12-27,0.0,21.4,5.93,12.89,44.35,2.48,2008,12,15.469999999999999
2008-12-28,0.0,20.38,9.49,13.74,40.05,1.69,2008,12,10.889999999999999
2008-12-29,0.0,18.93,8.36,12.02,46.13,2.2,2008,12,10.57
2008-12-30,0.0,20.65,7.95,12.1,49.9,2.88,2008,12,12.7
2008-12-31,0.0,21.1,6.28,11.73,43.69,3.28,2008,12,14.82
2009-01-01,0.0,21.51,3.96,11.01,36.28,3.28,2009,1,17.55
2009-01-02,0.0,20.28,7.66,12.84,31.1,1.57,2009,1,12.620000000000001
2009-01-03,10.84,15.61,7.92,10.69,57.3,2.2,2009,1,7.6899999999999995
2009-01-04,0.25,13.82,5.92,9.39,73.9,3.41,2009,1,7.9
2009-01-05,0.33,17.49,4.03,9.49,64.37,2.75,2009,1,13.459999999999997
2009-01-06,0.0,17.99,4.89,10.6,52.93,2.06,2009,1,13.099999999999998
2009-01-07,0.01,17.71,6.36,11.04,53.52,1.9,2009,1,11.350000000000001
2009-01-08,0.01,18.13,5.19,10.5,48.87,2.17,2009,1,12.939999999999998
2009-01-09,0.01,18.96,7.11,11.77,48.26,2.09,2009,1,11.850000000000001
2009-01-10,0.0,18.32,6.77,11.35,50.83,2.29,2009,1,11.55
2009-01-11,0.0,20.68,4.58,11.44,49.1,2.45,2009,1,16.1
2009-01-12,0.0,19.84,6.75,12.55,50.73,2.03,2009,1,13.09
2009-01-13,0.13,18.01,8.09,11.97,45.32,1.73,2009,1,9.920000000000002
2009-01-14,0.12,19.0,6.07,11.74,48.3,2.28,2009,1,12.93
2009-01-15,0.27,22.96,9.18,14.39,48.36,2.4,2009,1,13.780000000000001
2009-01-16,3.03,19.07,8.87,13.08,65.78,2.62,2009,1,10.200000000000001
2009-01-17,3.65,16.78,8.09,11.87,80.53,2.68,2009,1,8.690000000000001
2009-01-18,9.99,14.91,8.54,11.14,81.16,2.52,2009,1,6.370000000000001
2009-01-19,0.03,18.34,6.45,11.16,65.85,3.02,2009,1,11.89
2009-01-20,0.0,22.15,3.75,11.5,42.74,3.11,2009,1,18.4
2009-01-21,0.0,22.92,6.88,13.46,36.51,2.78,2009,1,16.040000000000003
2009-01-22,0.0,22.68,10.03,15.58,30.64,1.6,2009,1,12.65
2009-01-23,0.0,23.73,6.3,14.28,43.6,2.54,2009,1,17.43
2009-01-24,0.13,24.79,11.51,16.14,49.07,2.3,2009,1,13.28
2009-01-25,3.43,17.43,9.87,13.52,74.72,2.78,2009,1,7.5600000000000005
2009-01-26,6.18,20.73,11.51,15.31,63.44,2.63,2009,1,9.22
2009-01-27,3.68,17.96,7.74,12.62,74.26,2.11,2009,1,10.22
2009-01-28,1.25,21.58,6.7,13.04,54.2,2.13,2009,1,14.879999999999999
2009-01-29,0.0,20.13,8.62,13.3,48.37,2.22,2009,1,11.51
2009-01-30,0.0,20.12,8.02,12.66,57.12,2.82,2009,1,12.100000000000001
2009-01-31,0.36,21.43,6.0,12.32,50.32,3.72,2009,1,15.43
2009-02-01,0.0,22.5,7.75,13.71,37.09,2.73,2009,2,14.75
2009-02-02,0.05,18.56,5.52,11.97,43.0,2.12,2009,2,13.04
2009-02-03,0.15,22.28,8.18,14.05,47.69,2.86,2009,2,14.100000000000001
2009-02-04,2.27,23.1,7.65,14.51,49.23,2.58,2009,2,15.450000000000001
2009-02-05,10.42,17.26,10.3,12.93,66.71,2.31,2009,2,6.960000000000001
2009-02-06,7.89,16.37,5.54,10.91,68.89,3.17,2009,2,10.830000000000002
2009-02-07,0.11,21.91,3.72,11.36,50.75,2.91,2009,2,18.19
2009-02-08,0.0,23.07,5.95,13.33,39.55,2.6,2009,2,17.12
2009-02-09,0.22,17.74,8.92,12.28,56.02,2.82,2009,2,8.819999999999999
2009-02-10,2.97,16.82,8.81,11.57,70.92,2.54,2009,2,8.01
2009-02-11,0.06,19.17,7.56,12.71,68.72,1.75,2009,2,11.610000000000003
2009-02-12,0.86,19.05,9.04,12.91,68.79,1.9,2009,2,10.010000000000002
2009-02-13,26.33,16.92,8.48,11.92,73.43,3.66,2009,2,8.440000000000001
2009-02-14,0.32,18.66,7.76,12.09,74.43,2.75,2009,2,10.9
2009-02-15,0.0,20.57,5.93,12.05,58.45,2.78,2009,2,14.64
2009-02-16,0.0,21.45,5.05,13.16,47.56,2.48,2009,2,16.4
2009-02-17,0.0,22.36,9.66,15.18,41.47,2.4,2009,2,12.7
2009-02-18,0.0,23.0,7.13,13.82,49.89,3.35,2009,2,15.870000000000001
2009-02-19,0.7,24.16,8.65,15.45,48.78,2.94,2009,2,15.51
2009-02-20,3.61,21.4,7.82,14.22,63.09,2.93,2009,2,13.579999999999998
2009-02-21,0.18,22.2,8.29,14.59,55.73,3.24,2009,2,13.91
2009-02-22,0.39,18.97,8.25,13.13,67.37,2.51,2009,2,10.719999999999999
2009-02-23,2.77,19.35,9.15,13.43,71.16,2.67,2009,2,10.200000000000001
2009-02-24,0.04,23.11,9.86,15.97,58.26,2.3,2009,2,13.25
2009-02-25,0.0,22.65,10.66,15.4,47.19,2.6,2009,2,11.989999999999998
2009-02-26,0.0,23.26,8.91,15.36,42.57,3.09,2009,2,14.350000000000001
2009-02-27,0.0,23.77,8.18,15.08,43.55,3.19,2009,2,15.59
2009-02-28,0.0,24.05,8.05,14.87,38.07,3.88,2009,2,16.0
2009-03-01,0.0,24.37,10.69,16.06,43.79,2.9,2009,3,13.680000000000001
2009-03-02,0.0,27.22,12.43,20.07,47.28,2.35,2009,3,14.79
2009-03-03,3.32,26.45,14.87,20.08,51.63,4.37,2009,3,11.58
2009-03-04,0.02,26.58,13.86,18.79,55.42,2.59,2009,3,12.719999999999999
2009-03-05,2.55,26.35,12.34,18.07,50.29,2.61,2009,3,14.010000000000002
2009-03-06,0.01,26.19,10.7,17.68,46.35,2.75,2009,3,15.490000000000002
2009-03-07,0.28,25.54,11.74,17.55,52.14,2.78,2009,3,13.799999999999999
2009-03-08,0.58,24.68,12.2,17.78,40.6,2.1,2009,3,12.48
2009-03-09,0.0,24.72,9.24,16.34,47.07,2.74,2009,3,15.479999999999999
2009-03-10,0.0,25.68,9.34,16.2,40.55,3.53,2009,3,16.34
2009-03-11,0.0,27.89,8.2,16.94,34.94,4.04,2009,3,19.69
2009-03-12,0.0,28.98,10.77,19.54,33.51,3.27,2009,3,18.21
2009-03-13,0.0,29.51,11.49,20.38,34.73,2.48,2009,3,18.020000000000003
2009-03-14,0.0,28.86,11.41,19.55,36.15,2.89,2009,3,17.45
2009-03-15,0.0,30.21,11.88,20.28,39.86,2.93,2009,3,18.33
2009-03-16,0.0,27.57,12.76,20.25,39.95,1.96,2009,3,14.81
2009-03-17,0.0,29.18,13.77,20.79,44.78,2.92,2009,3,15.41
2009-03-18,0.65,25.86,13.06,18.91,55.01,3.3,2009,3,12.799999999999999
2009-03-19,0.01,26.75,14.56,20.36,56.65,2.82,2009,3,12.19
2009-03-20,0.31,27.99,13.02,18.69,57.44,3.53,2009,3,14.969999999999999
2009-03-21,0.0,26.46,12.87,18.78,52.14,2.77,2009,3,13.590000000000002
2009-03-22,0.0,26.08,11.66,18.55,44.47,2.24,2009,3,14.419999999999998
2009-03-23,0.01,28.63,12.88,20.22,41.25,2.06,2009,3,15.749999999999998
2009-03-24,23.56,23.7,13.51,16.78,65.62,3.13,2009,3,10.19
2009-03-25,4.47,24.11,12.6,17.43,69.19,2.19,2009,3,11.51
2009-03-26,0.05,26.31,10.95,18.11,56.6,2.5,2009,3,15.36
2009-03-27,2.79,24.23,13.33,18.21,60.48,2.37,2009,3,10.9
2009-03-28,0.88,24.68,12.4,17.68,63.94,2.64,2009,3,12.28
2009-03-29,8.14,20.66,13.11,16.39,72.73,2.16,2009,3,7.550000000000001
2009-03-30,0.01,26.83,11.48,18.8,62.05,3.01,2009,3,15.349999999999998
2009-03-31,0.0,29.98,12.97,21.06,46.87,3.6,2009,3,17.009999999999998
2009-04-01,6.55,30.59,14.33,22.14,44.91,2.38,2009,4,16.259999999999998
2009-04-02,3.07,28.59,16.45,22.09,56.72,3.12,2009,4,12.14
2009-04-03,0.43,28.12,14.48,21.13,56.58,3.01,2009,4,13.64
2009-04-04,0.0,29.84,14.32,21.46,46.5,4.17,2009,4,15.52
2009-04-05,0.07,29.69,15.87,21.69,41.49,2.2,2009,4,13.820000000000002
2009-04-06,40.44,19.37,13.89,16.06,74.72,2.39,2009,4,5.48
2009-04-07,3.93,21.64,13.28,17.02,74.23,2.35,2009,4,8.360000000000001
2009-04-08,16.53,21.81,12.39,16.81,76.63,2.02,2009,4,9.419999999999998
2009-04-09,2.77,22.62,11.92,17.09,68.04,1.62,2009,4,10.700000000000001
2009-04-10,0.3,26.42,10.82,18.65,59.12,3.22,2009,4,15.600000000000001
2009-04-11,0.0,29.13,14.54,21.19,55.5,3.33,2009,4,14.59
2009-04-12,0.0,31.52,17.44,23.78,53.26,2.5,2009,4,14.079999999999998
2009-04-13,0.0,29.13,16.87,22.62,54.7,3.03,2009,4,12.259999999999998
2009-04-14,8.67,30.43,17.14,22.91,56.61,3.47,2009,4,13.29
2009-04-15,5.62,26.44,15.6,20.28,68.18,3.69,2009,4,10.840000000000002
2009-04-16,0.0,28.47,15.32,21.3,56.6,2.8,2009,4,13.149999999999999
2009-04-17,0.0,30.15,13.89,21.69,49.86,3.15,2009,4,16.259999999999998
2009-04-18,0.0,32.73,16.44,23.97,45.27,3.76,2009,4,16.289999999999996
2009-04-19,0.0,34.65,17.94,26.46,42.35,3.15,2009,4,16.709999999999997
2009-04-20,2.04,32.87,19.85,25.57,46.63,2.74,2009,4,13.019999999999996
2009-04-21,4.38,29.99,17.72,23.68,55.52,2.4,2009,4,12.27
2009-04-22,0.0,29.66,15.82,22.12,47.7,3.53,2009,4,13.84
2009-04-23,0.0,30.58,15.31,22.67,38.53,3.6,2009,4,15.269999999999998
2009-04-24,0.0,31.59,14.84,22.71,38.84,3.71,2009,4,16.75
2009-04-25,0.0,33.13,15.59,24.16,37.09,2.87,2009,4,17.540000000000003
2009-04-26,0.02,33.57,16.38,24.92,37.66,3.28,2009,4,17.19
2009-04-27,0.01,34.47,19.8,26.25,39.27,3.71,2009,4,14.669999999999998
2009-04-28,0.0,36.24,21.68,28.21,40.59,2.74,2009,4,14.560000000000002
2009-04-29,0.07,36.49,20.75,27.6,38.16,3.18,2009,4,15.740000000000002
2009-04-30,0.0,37.4,19.36,27.82,36.81,3.16,2009,4,18.04
2009-05-01,0.0,33.82,20.2,27.16,37.42,2.14,2009,5,13.620000000000001
2009-05-02,0.16,37.23,20.36,28.33,38.13,3.24,2009,5,16.869999999999997
2009-05-03,0.75,34.67,21.74,27.38,44.75,4.44,2009,5,12.930000000000003
2009-05-04,23.91,28.64,18.79,22.87,63.34,3.29,2009,5,9.850000000000001
2009-05-05,12.11,26.96,17.02,21.37,64.11,2.89,2009,5,9.940000000000001
2009-05-06,0.01,31.62,15.75,23.42,54.21,2.91,2009,5,15.870000000000001
2009-05-07,0.0,33.02,17.3,25.32,44.27,2.6,2009,5,15.720000000000002
2009-05-08,0.0,32.83,19.66,25.87,45.32,2.65,2009,5,13.169999999999998
2009-05-09,0.0,34.08,19.75,26.79,45.3,2.92,2009,5,14.329999999999998
2009-05-10,2.08,32.89,19.48,26.28,42.51,2.87,2009,5,13.41
2009-05-11,0.0,35.08,18.75,26.9,31.91,2.45,2009,5,16.33
2009-05-12,0.0,35.33,21.06,27.89,28.6,2.39,2009,5,14.27
2009-05-13,0.0,38.54,19.53,29.71,31.94,2.26,2009,5,19.009999999999998
2009-05-14,0.0,39.08,21.34,30.82,31.93,2.52,2009,5,17.74
2009-05-15,0.0,39.18,23.01,30.84,28.63,2.68,2009,5,16.169999999999998
2009-05-16,0.0,39.12,19.94,29.9,28.92,3.38,2009,5,19.179999999999996
2009-05-17,0.0,40.02,20.41,30.39,29.89,3.56,2009,5,19.610000000000003
2009-05-18,0.0,41.43,21.31,31.81,28.82,2.97,2009,5,20.12
2009-05-19,0.33,41.11,23.04,32.0,30.89,3.59,2009,5,18.07
2009-05-20,2.09,39.89,24.66,31.4,39.02,2.98,2009,5,15.23
2009-05-21,0.0,39.96,23.62,31.82,33.43,2.85,2009,5,16.34
2009-05-22,0.02,40.33,24.04,32.31,28.96,3.36,2009,5,16.29
2009-05-23,0.0,39.79,23.08,31.66,25.83,2.86,2009,5,16.71
2009-05-24,0.0,39.7,23.21,31.59,23.1,2.23,2009,5,16.490000000000002
2009-05-25,0.06,38.35,24.02,30.75,24.54,2.95,2009,5,14.330000000000002
2009-05-26,0.0,39.72,21.46,31.34,21.99,3.47,2009,5,18.259999999999998
2009-05-27,0.0,41.54,22.7,32.56,15.65,2.75,2009,5,18.84
2009-05-28,0.0,42.36,23.8,34.03,14.08,2.55,2009,5,18.56
2009-05-29,0.0,42.59,23.9,34.71,12.18,2.4,2009,5,18.690000000000005
2009-05-30,0.0,41.23,26.73,34.33,11.24,1.49,2009,5,14.499999999999996
2009-05-31,0.0,40.68,23.55,33.08,16.02,2.36,2009,5,17.13
2009-06-01,5.89,38.51,27.02,32.98,26.99,1.72,2009,6,11.489999999999998
2009-06-02,0.32,38.92,24.91,32.12,35.18,3.02,2009,6,14.010000000000002
2009-06-03,0.19,41.59,24.83,33.35,29.38,3.49,2009,6,16.760000000000005
2009-06-04,0.31,42.99,25.91,34.5,21.23,3.11,2009,6,17.080000000000002
2009-06-05,0.26,42.58,28.01,34.78,17.91,3.41,2009,6,14.569999999999997
2009-06-06,9.63,36.19,22.04,29.3,33.26,3.16,2009,6,14.149999999999999
2009-06-07,0.03,37.02,21.16,29.35,28.06,3.43,2009,6,15.860000000000003
2009-06-08,0.0,37.75,23.74,30.46,23.31,3.13,2009,6,14.010000000000002
2009-06-09,0.0,40.34,22.31,32.31,20.49,2.83,2009,6,18.030000000000005
2009-06-10,0.0,41.67,23.3,33.92,17.61,2.19,2009,6,18.37
2009-06-11,0.0,41.78,26.17,34.0,17.96,2.67,2009,6,15.61
2009-06-12,0.03,41.42,25.11,34.24,18.46,2.98,2009,6,16.310000000000002
2009-06-13,0.02,38.34,27.59,32.6,20.59,2.52,2009,6,10.750000000000004
2009-06-14,0.0,39.77,26.53,33.33,21.28,3.91,2009,6,13.240000000000002
2009-06-15,3.25,36.38,24.98,30.3,31.46,3.87,2009,6,11.400000000000002
2009-06-16,0.44,30.43,23.37,26.36,48.11,2.32,2009,6,7.059999999999999
2009-06-17,0.06,28.89,21.81,25.79,47.64,2.14,2009,6,7.080000000000002
2009-06-18,0.03,38.19,20.74,30.35,31.41,2.35,2009,6,17.45
2009-06-19,0.0,39.91,24.78,32.6,23.59,2.38,2009,6,15.129999999999995
2009-06-20,0.0,40.46,25.85,32.99,19.53,3.16,2009,6,14.61
2009-06-21,0.32,41.28,24.73,33.67,18.62,3.13,2009,6,16.55
2009-06-22,0.0,42.83,27.75,35.25,15.01,2.69,2009,6,15.079999999999998
2009-06-23,0.0,43.47,28.48,35.77,13.24,2.52,2009,6,14.989999999999998
2009-06-24,0.0,44.44,25.91,35.78,12.72,3.06,2009,6,18.529999999999998
2009-06-25,0.0,44.87,29.41,37.01,11.93,2.13,2009,6,15.459999999999997
2009-06-26,0.0,45.06,30.57,37.85,14.37,1.83,2009,6,14.490000000000002
2009-06-27,0.0,45.79,30.62,38.3,15.51,2.31,2009,6,15.169999999999998
2009-06-28,0.0,46.95,31.28,39.18,12.91,2.21,2009,6,15.670000000000002
2009-06-29,0.41,46.2,31.45,39.51,13.82,1.69,2009,6,14.750000000000004
2009-06-30,4.1,41.63,29.41,35.96,26.28,1.91,2009,6,12.220000000000002
2009-07-01,0.49,40.0,27.18,33.98,30.02,2.09,2009,7,12.82
2009-07-02,3.17,37.75,26.98,32.12,32.32,1.95,2009,7,10.77
2009-07-03,3.5,36.68,24.21,31.09,31.53,2.71,2009,7,12.469999999999999
2009-07-04,0.27,36.05,24.01,29.6,40.52,2.97,2009,7,12.039999999999996
2009-07-05,0.0,39.61,23.59,31.84,31.38,2.65,2009,7,16.02
2009-07-06,0.0,42.54,25.63,34.54,23.33,2.59,2009,7,16.91
2009-07-07,0.0,44.48,26.83,36.3,18.9,2.54,2009,7,17.65
2009-07-08,0.0,43.78,28.13,36.66,19.13,3.28,2009,7,15.650000000000002
2009-07-09,0.57,43.52,29.5,36.65,23.36,2.94,2009,7,14.020000000000003
2009-07-10,0.18,41.74,28.44,35.07,28.4,2.16,2009,7,13.3
2009-07-11,0.0,42.68,27.86,35.42,30.25,2.07,2009,7,14.82
2009-07-12,1.02,42.8,29.21,36.28,30.11,2.12,2009,7,13.589999999999996
2009-07-13,5.01,40.44,28.75,34.77,40.24,2.37,2009,7,11.689999999999998
2009-07-14,2.08,39.23,27.4,33.35,41.05,1.92,2009,7,11.829999999999998
2009-07-15,0.0,42.04,27.31,34.79,35.14,1.7,2009,7,14.73
2009-07-16,0.0,42.84,27.86,35.65,30.11,2.04,2009,7,14.980000000000004
2009-07-17,0.02,43.15,29.42,36.66,29.69,2.1,2009,7,13.729999999999997
2009-07-18,18.29,38.05,29.7,34.1,47.01,1.76,2009,7,8.349999999999998
2009-07-19,0.14,40.37,28.14,34.55,51.22,2.23,2009,7,12.229999999999997
2009-07-20,0.07,41.45,29.97,35.46,47.69,1.65,2009,7,11.480000000000004
2009-07-21,2.09,39.92,29.47,34.58,47.87,1.59,2009,7,10.450000000000003
2009-07-22,12.5,36.74,28.44,32.33,58.58,1.86,2009,7,8.3
2009-07-23,12.51,34.34,27.21,30.96,59.19,1.27,2009,7,7.130000000000003
2009-07-24,1.97,36.54,26.66,31.43,56.73,2.03,2009,7,9.879999999999999
2009-07-25,18.44,36.81,26.8,32.05,59.63,1.18,2009,7,10.010000000000002
2009-07-26,0.92,38.74,28.07,33.68,55.26,1.4,2009,7,10.670000000000002
2009-07-27,9.16,38.1,28.73,33.29,59.66,1.96,2009,7,9.370000000000001
2009-07-28,24.04,34.57,26.49,30.33,70.16,3.11,2009,7,8.080000000000002
2009-07-29,6.79,35.37,24.82,29.85,69.2,1.99,2009,7,10.549999999999997
2009-07-30,3.89,35.88,25.53,30.51,64.54,1.69,2009,7,10.350000000000001
2009-07-31,5.32,35.55,25.87,30.69,64.92,1.49,2009,7,9.679999999999996
2009-08-01,0.45,36.83,26.77,31.79,62.63,1.27,2009,8,10.059999999999999
2009-08-02,3.51,38.45,27.73,32.93,58.05,1.65,2009,8,10.720000000000002
2009-08-03,0.02,39.45,28.44,33.56,54.74,1.64,2009,8,11.010000000000002
2009-08-04,0.0,40.45,28.3,33.94,49.97,1.83,2009,8,12.150000000000002
2009-08-05,0.08,39.77,26.68,33.17,51.42,2.15,2009,8,13.090000000000003
2009-08-06,7.04,38.35,27.5,33.01,56.9,1.88,2009,8,10.850000000000001
2009-08-07,5.23,36.9,26.98,31.76,58.9,1.87,2009,8,9.919999999999998
2009-08-08,0.0,37.88,26.86,32.31,54.47,1.54,2009,8,11.020000000000003
2009-08-09,2.37,36.92,27.23,32.26,57.21,1.6,2009,8,9.690000000000001
2009-08-10,7.53,37.15,27.75,32.55,58.3,1.52,2009,8,9.399999999999999
2009-08-11,0.42,38.08,27.88,32.84,58.0,1.4,2009,8,10.2
2009-08-12,0.0,39.05,27.35,33.01,56.17,1.58,2009,8,11.699999999999996
2009-08-13,0.0,40.03,27.29,33.46,55.82,1.56,2009,8,12.740000000000002
2009-08-14,0.84,39.5,28.25,33.49,53.86,2.09,2009,8,11.25
2009-08-15,17.56,36.13,27.89,31.71,62.33,2.56,2009,8,8.240000000000002
2009-08-16,41.84,31.63,25.02,27.78,81.44,3.98,2009,8,6.609999999999999
2009-08-17,15.17,32.31,24.25,27.96,78.45,2.61,2009,8,8.060000000000002
2009-08-18,10.77,32.26,24.47,28.27,75.98,1.83,2009,8,7.789999999999999
2009-08-19,1.16,32.02,23.97,27.9,71.34,1.68,2009,8,8.050000000000004
2009-08-20,0.0,33.33,22.22,28.32,61.34,1.21,2009,8,11.11
2009-08-21,0.67,32.55,22.04,28.1,59.74,2.21,2009,8,10.509999999999998
2009-08-22,0.46,33.78,22.6,28.74,60.81,1.94,2009,8,11.18
2009-08-23,0.0,34.87,23.38,29.56,57.46,1.15,2009,8,11.489999999999998
2009-08-24,0.0,35.83,23.02,30.03,52.19,1.66,2009,8,12.809999999999999
2009-08-25,2.26,35.14,23.41,29.51,59.18,1.9,2009,8,11.73
2009-08-26,9.68,30.11,24.09,26.82,74.07,1.95,2009,8,6.02
2009-08-27,0.0,34.43,22.64,28.65,62.98,1.9,2009,8,11.79
2009-08-28,0.0,35.7,23.17,30.06,55.74,1.28,2009,8,12.530000000000001
2009-08-29,0.0,35.36,25.37,30.64,54.55,1.16,2009,8,9.989999999999998
2009-08-30,10.93,34.26,25.13,29.47,66.23,2.11,2009,8,9.129999999999999
2009-08-31,3.72,33.2,23.94,28.17,72.89,2.29,2009,8,9.260000000000002
2009-09-01,0.23,33.48,23.11,28.41,67.31,1.26,2009,9,10.369999999999997
2009-09-02,12.09,31.94,24.15,27.9,68.36,1.76,2009,9,7.790000000000003
2009-09-03,11.08,29.86,23.03,26.12,77.96,2.89,2009,9,6.829999999999998
2009-09-04,0.01,32.63,19.62,26.21,60.92,2.03,2009,9,13.010000000000002
2009-09-05,0.0,33.27,19.07,26.99,45.84,1.98,2009,9,14.200000000000003
2009-09-06,0.0,34.1,19.91,27.48,47.68,1.79,2009,9,14.190000000000001
2009-09-07,0.0,34.44,20.98,27.67,48.65,2.11,2009,9,13.459999999999997
2009-09-08,0.0,35.04,21.59,28.55,42.74,1.93,2009,9,13.45
2009-09-09,0.0,34.83,20.25,27.48,47.97,2.06,2009,9,14.579999999999998
2009-09-10,0.0,34.88,22.27,27.91,46.31,2.41,2009,9,12.610000000000003
2009-09-11,1.29,34.17,20.99,27.67,52.17,1.71,2009,9,13.180000000000003
2009-09-12,0.21,34.04,21.82,28.03,57.02,1.65,2009,9,12.219999999999999
2009-09-13,0.0,34.78,22.31,28.22,54.96,2.23,2009,9,12.470000000000002
2009-09-14,0.0,36.01,21.96,28.78,51.32,2.16,2009,9,14.049999999999997
2009-09-15,0.0,35.21,22.33,28.58,49.99,1.74,2009,9,12.880000000000003
2009-09-16,12.1,33.63,21.09,27.48,54.08,1.68,2009,9,12.540000000000003
2009-09-17,0.0,35.14,21.49,28.44,49.11,1.87,2009,9,13.650000000000002
2009-09-18,0.0,36.29,21.36,28.79,47.13,2.24,2009,9,14.93
2009-09-19,0.0,37.28,21.64,29.78,42.08,1.96,2009,9,15.64
2009-09-20,0.0,36.17,22.71,29.62,44.59,1.88,2009,9,13.46
2009-09-21,0.0,35.76,22.96,29.7,51.98,1.69,2009,9,12.799999999999997
2009-09-22,0.0,36.4,25.4,30.59,53.96,1.56,2009,9,11.0
2009-09-23,0.0,37.65,24.34,30.86,45.36,1.63,2009,9,13.309999999999999
2009-09-24,0.0,37.06,22.93,30.05,45.32,2.16,2009,9,14.130000000000003
2009-09-25,0.0,37.93,23.48,29.93,48.38,2.52,2009,9,14.45
2009-09-26,0.0,34.93,22.79,28.61,55.03,2.72,2009,9,12.14
2009-09-27,0.03,35.24,22.62,29.04,52.24,1.86,2009,9,12.620000000000001
2009-09-28,0.0,36.83,23.14,29.39,48.24,2.14,2009,9,13.689999999999998
2009-09-29,0.0,37.42,21.99,29.92,38.38,1.56,2009,9,15.430000000000003
2009-09-30,0.0,37.1,21.14,28.86,41.03,2.02,2009,9,15.96
2009-10-01,0.0,36.0,21.04,28.81,41.78,1.91,2009,10,14.96
2009-10-02,0.0,36.16,22.09,29.22,44.08,1.78,2009,10,14.069999999999997
2009-10-03,0.19,35.61,22.44,28.84,47.65,1.65,2009,10,13.169999999999998
2009-10-04,8.84,30.97,20.93,25.58,61.38,2.25,2009,10,10.04
2009-10-05,0.02,32.03,19.33,25.65,53.47,1.83,2009,10,12.700000000000003
2009-10-06,0.0,32.56,20.46,25.5,52.84,2.44,2009,10,12.100000000000001
2009-10-07,0.0,33.22,18.94,25.52,45.32,2.43,2009,10,14.279999999999998
2009-10-08,0.08,33.27,18.36,25.86,39.1,2.07,2009,10,14.910000000000004
2009-10-09,0.03,31.86,20.36,25.17,35.96,1.68,2009,10,11.5
2009-10-10,0.0,32.6,16.84,23.88,37.63,2.65,2009,10,15.760000000000002
2009-10-11,0.0,32.9,15.87,24.1,31.46,2.87,2009,10,17.03
2009-10-12,0.0,32.92,16.89,24.53,29.25,2.56,2009,10,16.03
2009-10-13,0.0,32.95,17.18,24.61,28.68,2.45,2009,10,15.770000000000003
2009-10-14,0.05,32.51,16.72,23.92,30.16,2.51,2009,10,15.79
2009-10-15,0.04,32.64,18.5,24.25,29.72,2.1,2009,10,14.14
2009-10-16,0.0,32.3,18.29,24.06,27.37,2.43,2009,10,14.009999999999998
2009-10-17,0.0,31.87,17.41,24.14,25.28,2.57,2009,10,14.46
2009-10-18,0.0,31.33,15.75,22.98,27.39,2.34,2009,10,15.579999999999998
2009-10-19,0.0,31.01,15.63,22.79,28.58,2.75,2009,10,15.38
2009-10-20,0.0,31.05,16.25,23.32,22.73,2.25,2009,10,14.8
2009-10-21,0.0,30.53,17.08,22.77,20.54,2.02,2009,10,13.450000000000003
2009-10-22,0.0,30.92,14.71,21.89,20.04,2.35,2009,10,16.21
2009-10-23,0.0,30.23,15.07,21.66,17.93,2.52,2009,10,15.16
2009-10-24,0.0,29.79,15.98,21.61,14.27,2.31,2009,10,13.809999999999999
2009-10-25,0.0,29.66,13.35,20.68,13.93,2.53,2009,10,16.310000000000002
2009-10-26,0.0,30.11,12.2,20.39,14.74,2.97,2009,10,17.91
2009-10-27,0.0,29.9,13.96,21.3,13.89,2.46,2009,10,15.939999999999998
