date,precipitation_sum,temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,wind_speed_10m_mean
2023-02-22,0.0,15.39,22.26,9.28,53.59,2.06
2023-02-23,0.0,15.07,24.29,8.32,56.46,3.45
2023-02-24,0.0,18.0,24.96,11.97,45.29,2.33
2023-02-25,0.05,17.31,24.94,11.0,55.4,2.86
2023-02-26,1.16,17.47,23.85,12.55,68.93,2.92
2023-02-27,0.0,16.93,24.04,11.76,64.5,3.04
2023-02-28,1.12,15.91,20.41,13.15,66.68,2.18
2023-03-01,1.99,15.4,19.86,11.57,74.06,1.21
2023-03-02,2.32,14.47,17.87,10.97,78.21,1.52
2023-03-03,0.34,15.62,22.91,9.65,68.65,2.47
2023-03-04,0.02,17.72,23.01,12.98,59.84,1.79
2023-03-05,0.0,16.87,24.4,10.91,64.86,3.14
2023-03-06,0.0,17.84,25.2,11.91,58.0,2.72
2023-03-07,0.0,18.22,25.37,13.15,56.81,2.46
2023-03-08,0.0,19.03,26.33,12.27,52.39,2.18
2023-03-09,0.0,18.36,25.94,11.67,57.5,2.61
2023-03-10,0.0,19.52,26.56,14.0,52.85,2.44
2023-03-11,0.0,20.3,27.51,13.45,54.39,2.01
2023-03-12,0.05,20.51,27.3,14.73,61.71,2.61
2023-03-13,0.0,20.87,27.94,14.92,58.04,3.06
2023-03-14,0.0,21.11,28.35,15.27,54.3,2.72
2023-03-15,0.0,21.24,28.47,14.99,52.85,2.2
2023-03-16,7.46,18.78,24.51,15.4,68.54,3.04
2023-03-17,5.06,17.75,23.91,14.29,69.93,3.11
2023-03-18,0.43,17.46,22.96,13.03,71.76,2.28
2023-03-19,3.96,16.79,20.75,12.17,74.96,1.98
2023-03-20,2.03,17.77,24.2,12.02,66.83,2.08
2023-03-21,9.38,17.54,22.75,13.25,68.51,2.36
2023-03-22,1.01,17.26,23.09,12.62,69.01,2.33
2023-03-23,4.74,16.96,21.54,13.6,73.43,2.03
2023-03-24,16.16,14.43,17.58,13.03,79.72,3.46
2023-03-25,10.49,14.26,17.64,10.01,83.93,2.61
2023-03-26,0.04,16.08,23.23,9.12,63.35,1.95
2023-03-27,0.02,17.53,24.29,11.5,60.65,2.68
2023-03-28,0.99,18.53,24.05,12.86,60.53,2.74
2023-03-29,0.19,19.1,25.53,14.25,68.52,2.55
2023-03-30,2.97,19.82,26.56,14.61,68.92,2.59
2023-03-31,22.51,16.08,18.77,13.55,85.1,2.57
2023-04-01,6.44,16.02,20.08,12.63,83.64,1.77
2023-04-02,1.2,17.51,22.63,11.64,75.36,2.26
2023-04-03,7.42,19.02,23.56,15.2,69.87,1.39
2023-04-04,0.11,17.28,22.05,13.19,72.55,2.46
2023-04-05,0.01,18.56,24.68,12.4,57.89,1.99
2023-04-06,2.2,18.65,25.06,12.67,64.42,2.03
2023-04-07,0.0,19.14,26.83,12.68,56.37,3.0
2023-04-08,0.0,21.91,29.43,13.48,46.5,2.08
2023-04-09,0.0,23.32,30.19,14.91,46.63,1.98
2023-04-10,0.0,24.27,30.75,17.64,49.23,2.38
2023-04-11,0.0,24.58,30.29,19.21,50.46,2.3
2023-04-12,0.0,25.02,32.28,17.77,50.96,2.74
2023-04-13,0.0,25.01,33.09,17.5,47.68,3.02
2023-04-14,0.0,26.27,34.11,17.36,40.77,2.5
2023-04-15,0.01,27.16,35.21,18.15,40.61,2.44
2023-04-16,0.51,25.18,33.75,19.16,50.5,4.42
2023-04-17,0.53,25.89,33.75,18.62,51.22,2.71
2023-04-18,12.41,22.41,26.26,18.9,67.86,2.98
2023-04-19,20.46,20.85,24.84,16.82,71.5,1.53
2023-04-20,6.47,19.89,24.75,15.5,69.25,2.79
2023-04-21,0.44,19.68,26.32,13.75,59.52,2.7
2023-04-22,0.2,20.74,28.02,13.47,53.12,2.55
2023-04-23,0.89,21.72,31.34,12.93,46.43,2.94
2023-04-24,0.0,23.3,31.62,13.87,41.53,2.73
2023-04-25,0.0,23.67,31.25,15.44,44.74,2.67
2023-04-26,1.92,24.89,32.6,17.55,47.06,2.56
2023-04-27,1.22,25.26,32.57,17.86,49.64,3.55
2023-04-28,12.06,23.44,29.11,18.24,62.44,1.92
2023-04-29,0.04,24.01,31.72,16.88,53.4,2.59
2023-04-30,0.0,25.03,31.31,17.23,48.77,2.18
2023-05-01,2.75,21.59,24.47,18.03,74.28,2.03
2023-05-02,15.44,18.57,20.85,16.45,87.34,2.8
2023-05-03,1.27,20.12,25.31,16.27,75.78,1.85
2023-05-04,4.6,22.22,27.2,16.78,68.51,1.92
2023-05-05,3.26,23.89,28.63,18.64,60.55,1.82
2023-05-06,1.33,24.47,30.55,18.7,57.03,2.48
2023-05-07,4.32,22.0,26.52,18.64,66.09,2.34
2023-05-08,2.31,22.4,29.23,16.71,52.1,3.01
2023-05-09,0.03,22.25,30.37,14.3,47.64,2.98
2023-05-10,0.0,24.15,33.89,15.09,43.45,4.09
2023-05-11,0.0,27.77,36.88,18.5,33.97,2.64
2023-05-12,0.0,29.24,36.81,21.18,36.19,1.65
2023-05-13,0.18,28.37,36.9,22.34,45.67,4.83
2023-05-14,0.61,27.39,34.42,21.13,47.18,2.91
2023-05-15,0.7,27.74,36.48,19.28,42.6,2.96
2023-05-16,0.01,26.36,32.27,21.39,50.44,3.87
2023-05-17,0.0,29.21,37.05,21.65,43.23,2.13
2023-05-18,7.35,26.7,31.67,21.41,56.47,2.1
2023-05-19,0.0,27.53,35.27,19.55,47.64,3.46
2023-05-20,0.02,28.55,37.51,19.8,37.48,3.34
2023-05-21,0.0,30.43,39.83,21.23,34.2,3.23
2023-05-22,0.0,31.18,40.79,22.74,37.32,3.64
2023-05-23,2.93,30.99,37.62,23.61,43.54,2.58
2023-05-24,3.55,28.32,33.53,23.22,55.66,3.34
2023-05-25,5.97,26.82,32.35,21.63,61.27,2.94
2023-05-26,4.85,24.94,32.27,19.93,63.07,3.11
2023-05-27,0.09,26.45,33.42,18.29,48.38,2.24
2023-05-28,0.3,27.95,34.97,19.49,42.72,1.8
2023-05-29,4.05,26.33,31.59,21.64,58.88,1.98
2023-05-30,3.14,21.98,25.51,19.9,72.37,3.07
2023-05-31,16.73,21.98,25.39,19.54,78.32,2.94
2023-06-01,30.9,19.66,22.31,17.25,83.52,3.25
2023-06-02,0.07,24.58,30.96,16.53,60.69,2.38
2023-06-03,0.03,26.39,32.49,19.28,55.25,1.27
2023-06-04,0.06,28.31,34.91,21.89,52.2,2.21
2023-06-05,0.03,28.51,35.52,21.83,51.42,2.1
2023-06-06,0.34,30.69,36.61,25.39,42.74,2.01
2023-06-07,11.47,28.04,33.17,22.11,58.8,2.69
2023-06-08,0.85,29.31,35.87,22.31,57.52,1.79
2023-06-09,0.0,31.15,38.42,24.33,50.48,1.86
2023-06-10,4.41,32.2,38.95,25.27,49.84,1.84
2023-06-11,1.89,32.43,37.84,27.62,48.4,1.61
2023-06-12,0.0,32.3,38.57,25.38,46.57,1.52
2023-06-13,0.69,32.45,39.26,26.05,48.35,2.42
2023-06-14,8.78,32.04,38.59,24.72,51.64,2.73
2023-06-15,7.65,30.01,34.37,25.87,63.06,2.17
2023-06-16,0.24,30.27,34.8,25.7,61.66,1.65
2023-06-17,0.54,32.5,37.35,26.84,51.34,1.07
2023-06-18,6.01,32.97,37.54,26.78,51.53,1.7
2023-06-19,3.01,32.15,38.16,25.97,56.9,2.2
2023-06-20,0.0,32.85,39.63,26.09,51.75,2.47
2023-06-21,0.0,34.01,40.69,27.08,50.37,2.03
2023-06-22,0.0,35.89,42.5,27.88,46.2,1.9
2023-06-23,0.0,36.17,42.79,28.77,46.58,1.72
2023-06-24,0.46,35.11,40.91,29.29,51.37,1.85
2023-06-25,18.0,33.81,38.17,29.52,56.41,2.3
2023-06-26,40.34,28.31,32.03,25.34,77.4,4.72
2023-06-27,1.09,29.36,34.57,24.84,68.94,1.78
2023-06-28,9.32,30.05,34.58,25.32,68.76,1.52
2023-06-29,8.42,30.3,34.43,25.64,68.5,1.65
2023-06-30,26.41,30.09,33.38,26.58,65.98,1.15
2023-07-01,0.81,30.18,34.55,24.42,61.9,1.57
2023-07-02,0.06,31.93,36.93,26.32,58.46,1.72
2023-07-03,29.84,31.69,35.22,27.03,62.87,1.21
2023-07-04,18.15,30.14,34.78,25.34,71.67,3.04
2023-07-05,1.83,28.19,32.48,23.17,74.83,2.76
2023-07-06,7.34,28.66,32.78,24.44,75.09,1.55
2023-07-07,14.55,28.53,32.44,24.72,70.04,1.47
2023-07-08,18.15,27.41,31.75,23.94,75.39,2.15
2023-07-09,1.59,27.64,32.65,22.96,72.24,1.86
2023-07-10,1.17,28.67,33.15,23.77,72.04,1.22
2023-07-11,0.0,30.04,34.84,24.65,65.75,1.94
2023-07-12,0.02,30.44,34.92,24.25,67.62,2.16
2023-07-13,3.35,30.9,35.9,25.95,72.52,2.23
2023-07-14,1.96,29.73,33.15,26.35,75.57,2.2
2023-07-15,35.14,27.26,29.2,25.22,85.42,1.74
2023-07-16,16.16,29.74,33.21,25.9,73.3,1.14
2023-07-17,3.92,30.19,34.5,25.53,74.32,1.36
2023-07-18,8.41,29.82,33.72,25.84,79.89,2.03
2023-07-19,84.69,26.91,27.85,25.59,94.7,3.25
2023-07-20,7.72,28.36,31.27,25.21,83.11,2.59
2023-07-21,2.26,27.92,31.01,25.82,87.01,3.4
2023-07-22,37.44,27.69,31.33,25.19,88.79,4.41
2023-07-23,11.37,28.18,31.34,24.35,79.31,2.19
2023-07-24,33.69,28.86,31.75,24.79,76.98,1.53
2023-07-25,10.47,29.27,32.47,26.12,76.89,1.63
2023-07-26,5.72,28.6,32.17,25.16,82.42,2.18
2023-07-27,21.97,27.99,31.4,24.77,85.02,2.48
2023-07-28,21.33,27.84,31.1,24.6,83.12,2.15
2023-07-29,21.75,27.79,31.1,24.63,84.25,1.85
2023-07-30,0.05,28.5,32.24,24.31,78.86,1.71
2023-07-31,5.87,29.04,32.32,25.54,74.74,1.52
2023-08-01,2.25,29.39,33.31,25.04,75.02,1.64
2023-08-02,3.43,30.17,33.61,25.53,76.38,1.89
2023-08-03,10.78,29.63,32.88,26.1,79.87,2.12
2023-08-04,10.47,29.84,33.26,26.12,79.2,2.1
2023-08-05,13.78,29.61,32.85,25.84,79.7,2.05
2023-08-06,17.0,30.13,33.09,27.22,73.61,1.64
2023-08-07,9.03,29.03,32.17,25.14,78.14,1.62
2023-08-08,1.27,30.04,33.31,25.84,69.06,1.89
2023-08-09,0.73,30.2,33.07,25.89,73.77,1.55
2023-08-10,0.4,29.8,33.35,26.19,79.02,1.67
2023-08-11,7.5,27.56,30.85,25.21,83.34,1.39
2023-08-12,0.01,29.74,33.71,25.27,74.15,1.72
2023-08-13,0.08,29.98,33.65,25.91,74.62,2.05
2023-08-14,12.08,29.13,32.62,25.67,82.02,2.8
2023-08-15,23.61,28.32,31.7,24.55,80.77,2.44
2023-08-16,1.27,28.91,31.66,24.91,76.38,1.59
2023-08-17,8.05,29.0,31.91,26.2,78.15,1.54
2023-08-18,1.89,29.54,32.94,25.38,76.15,1.51
2023-08-19,0.05,29.99,33.77,25.49,74.15,1.22
2023-08-20,0.01,29.88,33.29,25.8,71.56,1.23
2023-08-21,0.0,29.58,33.44,25.59,76.09,1.87
2023-08-22,0.0,30.44,33.87,26.51,76.3,2.2
2023-08-23,4.66,30.82,34.47,26.91,74.55,1.71
2023-08-24,12.86,28.72,31.87,25.63,78.55,1.98
2023-08-25,10.82,28.51,32.33,24.68,72.59,1.75
2023-08-26,2.38,27.53,30.97,23.43,73.73,1.52
2023-08-27,2.6,27.66,31.09,23.81,72.46,1.8
2023-08-28,3.66,28.01,31.43,24.88,71.26,1.23
2023-08-29,0.14,27.43,31.23,23.85,77.46,1.74
2023-08-30,0.0,27.89,31.97,23.6,73.91,1.98
2023-08-31,0.0,28.54,32.62,23.99,73.47,1.75
2023-09-01,0.0,29.04,32.92,24.92,73.12,1.53
2023-09-02,1.2,28.95,32.94,25.21,72.34,1.64
2023-09-03,0.01,27.94,31.89,23.78,72.52,1.6
2023-09-04,0.47,28.27,32.58,23.92,73.94,1.85
2023-09-05,13.4,26.07,29.02,23.47,82.46,2.23
2023-09-06,0.0,27.41,32.0,23.28,74.93,1.95
2023-09-07,0.0,27.85,32.29,24.04,73.57,2.15
2023-09-08,1.52,27.8,32.51,23.19,73.35,2.0
2023-09-09,15.41,27.88,32.09,23.84,77.48,2.13
2023-09-10,1.95,27.77,31.94,23.36,76.1,2.15
2023-09-11,0.62,28.01,31.99,23.83,77.82,2.26
2023-09-12,0.04,28.32,32.26,25.02,77.01,1.91
2023-09-13,0.04,28.62,33.13,24.19,76.46,1.77
2023-09-14,4.09,29.54,33.5,25.94,73.14,1.46
2023-09-15,7.09,29.18,33.45,25.19,75.58,1.74
2023-09-16,38.14,27.72,31.29,24.52,80.32,1.64
2023-09-17,8.71,27.43,31.27,24.3,81.99,1.57
2023-09-18,1.06,26.63,30.17,23.58,81.82,1.87
2023-09-19,0.07,26.83,30.49,23.12,77.56,1.48
2023-09-20,0.02,26.99,31.1,23.17,77.74,1.21
2023-09-21,2.11,26.96,30.94,23.29,78.47,1.62
2023-09-22,7.35,26.68,30.24,23.46,80.6,1.99
2023-09-23,21.79,26.46,29.91,23.44,82.22,2.28
2023-09-24,5.07,25.55,28.79,22.4,80.09,1.62
2023-09-25,13.88,23.85,27.62,20.42,80.62,1.85
2023-09-26,0.0,24.18,29.69,18.77,64.81,2.01
2023-09-27,0.0,24.5,29.97,19.65,62.01,2.22
2023-09-28,0.0,24.78,30.37,19.86,60.27,1.78
2023-09-29,0.91,23.73,29.24,19.01,63.87,1.96
2023-09-30,0.02,22.51,28.22,16.83,63.48,2.59
2023-10-01,0.0,24.36,30.72,18.79,48.5,1.74
2023-10-02,0.01,23.81,29.09,19.44,53.93,1.54
2023-10-03,0.02,23.51,28.98,18.85,56.53,2.15
2023-10-04,0.0,23.73,30.36,17.28,55.43,2.32
2023-10-05,0.0,24.76,31.37,18.69,48.59,2.49
2023-10-06,0.0,24.57,30.97,18.65,49.68,2.03
2023-10-07,0.0,24.9,31.07,19.72,55.97,1.89
2023-10-08,0.0,25.34,30.13,20.99,62.55,2.27
2023-10-09,6.95,24.6,29.26,20.67,72.84,1.94
2023-10-10,3.06,22.54,27.51,17.91,74.03,2.24
2023-10-11,0.0,22.47,28.8,16.33,61.03,2.85
2023-10-12,0.0,23.08,29.39,18.32,56.89,2.13
2023-10-13,0.14,22.42,28.35,17.99,66.49,2.39
2023-10-14,10.95,22.29,26.99,18.26,71.53,1.44
2023-10-15,4.64,21.27,25.89,17.4,67.98,2.15
2023-10-16,17.91,18.49,20.75,16.6,83.85,1.82
2023-10-17,10.58,17.84,21.57,13.68,85.42,2.23
2023-10-18,0.0,17.69,24.03,12.63,66.5,2.56
2023-10-19,0.0,19.21,25.01,13.77,59.09,1.99
2023-10-20,0.0,20.02,25.34,15.15,61.07,1.47
2023-10-21,0.0,20.43,25.94,16.17,66.95,1.96
2023-10-22,4.78,19.32,23.56,15.32,76.88,1.71
2023-10-23,0.0,19.28,25.21,14.15,67.67,2.13
2023-10-24,0.01,20.21,25.88,14.46,62.51,1.69
2023-10-25,0.05,20.38,26.95,14.93,59.85,2.53
2023-10-26,0.0,20.87,27.72,15.45,57.61,2.5
2023-10-27,0.0,20.99,26.44,16.21,60.45,2.24
2023-10-28,0.0,21.38,27.08,16.71,61.73,2.22
2023-10-29,0.0,21.19,27.28,16.25,64.57,1.85
2023-10-30,0.0,20.9,26.56,16.91,68.6,1.61
2023-10-31,0.0,21.15,26.4,16.56,66.86,1.45
2023-11-01,0.26,20.41,25.3,16.99,72.57,1.71
2023-11-02,1.43,20.32,25.22,16.41,69.36,1.54
2023-11-03,0.0,19.55,25.95,14.35,62.65,2.46
2023-11-04,0.0,19.41,26.2,13.93,58.51,2.09
2023-11-05,0.0,19.21,25.95,14.06,56.62,2.45
2023-11-06,0.0,19.8,25.83,15.09,59.8,1.49
2023-11-07,0.0,19.05,24.47,16.22,72.8,2.08
2023-11-08,0.0,19.92,24.65,16.42,67.9,1.71
2023-11-09,12.06,19.71,24.81,16.23,63.28,1.5
2023-11-10,46.52,16.59,21.82,11.69,79.65,1.72
2023-11-11,0.09,15.24,21.37,10.89,64.76,2.44
2023-11-12,0.0,16.01,22.25,11.23,56.61,2.22
2023-11-13,0.0,16.68,22.46,12.32,51.95,1.66
2023-11-14,0.0,16.96,23.82,11.79,51.35,2.11
2023-11-15,0.0,17.15,24.24,11.62,52.73,2.35
2023-11-16,0.0,18.34,24.96,13.55,48.1,1.7
2023-11-17,0.0,18.04,24.75,13.28,48.34,1.97
2023-11-18,0.0,17.73,23.47,14.02,53.21,1.88
2023-11-19,0.0,18.5,23.58,14.57,52.25,1.28
2023-11-20,0.0,16.53,22.11,11.74,59.46,1.91
2023-11-21,0.0,16.06,22.64,11.92,58.14,2.7
2023-11-22,0.0,15.89,22.37,11.35,57.99,2.37
2023-11-23,0.0,15.88,22.07,11.59,60.47,2.03
2023-11-24,0.0,15.34,22.71,11.62,62.14,2.88
2023-11-25,0.0,17.46,24.61,11.75,44.62,1.54
2023-11-26,0.0,15.6,19.89,12.81,66.0,1.97
2023-11-27,0.0,16.96,23.74,12.55,57.42,1.86
2023-11-28,0.0,16.88,23.91,11.64,59.66,2.37
2023-11-29,0.01,17.32,23.45,12.85,59.53,2.15
2023-11-30,5.59,14.45,18.48,11.59,79.94,2.03
2023-12-01,0.41,14.23,21.18,10.0,74.27,2.91
2023-12-02,0.0,14.68,22.02,9.31,58.27,2.15
2023-12-03,0.0,16.26,22.5,12.47,53.89,1.9
2023-12-04,0.0,14.67,21.81,9.99,57.49,2.75
2023-12-05,0.0,13.52,20.91,8.55,53.96,2.44
2023-12-06,0.0,13.36,20.94,9.26,51.13,2.35
2023-12-07,0.0,14.55,21.56,10.06,43.83,1.94
2023-12-08,0.0,14.06,19.74,9.5,45.13,1.77
2023-12-09,0.0,13.82,20.63,10.1,50.72,2.28
2023-12-10,0.0,12.54,21.13,7.61,54.85,3.43
2023-12-11,0.0,12.85,20.03,7.67,44.26,2.05
2023-12-12,0.0,12.12,18.63,7.85,51.7,1.79
2023-12-13,0.0,11.88,18.63,7.76,50.4,1.69
2023-12-14,0.0,12.38,18.93,8.26,49.47,2.01
2023-12-15,0.0,12.76,19.48,8.09,50.97,2.24
2023-12-16,0.49,11.1,16.67,6.89,59.2,1.86
2023-12-17,0.02,10.51,18.53,6.71,63.47,2.66
2023-12-18,0.0,11.19,20.18,6.75,53.71,3.04
2023-12-19,0.0,12.32,21.25,7.89,43.63,2.67
2023-12-20,0.0,13.34,21.59,9.44,42.39,2.76
2023-12-21,0.0,14.77,21.93,10.01,37.07,2.38
2023-12-22,0.0,14.78,22.16,10.15,41.86,2.08
2023-12-23,0.47,14.95,22.35,9.66,45.37,1.74
2023-12-24,0.82,13.67,22.33,9.86,55.3,2.61
2023-12-25,0.0,15.22,23.48,9.87,53.37,2.55
2023-12-26,0.0,15.59,22.59,11.55,47.99,1.97
2023-12-27,0.0,14.12,21.43,10.13,49.48,2.22
2023-12-28,0.0,13.63,22.68,8.44,52.6,3.23
2023-12-29,0.0,12.99,19.74,7.64,58.01,2.03
2023-12-30,0.0,12.93,17.26,9.11,56.34,1.37
2023-12-31,0.0,13.12,20.39,8.44,51.24,1.78
2024-01-01,0.0,12.11,19.23,8.68,53.84,1.99
2024-01-02,0.0,11.69,17.58,8.16,53.72,1.4
2024-01-03,0.0,11.25,17.9,7.47,56.06,2.03
2024-01-04,0.0,12.35,19.22,6.12,48.72,1.66
2024-01-05,0.0,12.14,17.98,8.62,48.64,1.27
2024-01-06,0.0,11.84,18.42,7.59,47.37,1.48
2024-01-07,0.0,12.05,19.39,8.0,51.51,1.53
2024-01-08,0.0,11.39,18.01,7.61,58.59,1.89
2024-01-09,0.0,12.89,19.36,8.21,51.79,1.23
2024-01-10,0.0,11.14,17.92,6.49,53.61,2.01
2024-01-11,0.0,11.77,19.54,6.31,46.52,1.97
2024-01-12,0.0,11.79,17.97,6.74,51.37,2.19
2024-01-13,0.0,13.77,20.49,9.01,41.54,1.41
2024-01-14,0.0,12.94,20.28,7.92,41.04,1.58
2024-01-15,0.0,12.43,19.58,6.48,41.69,1.84
2024-01-16,0.0,11.11,18.45,6.33,48.44,2.06
2024-01-17,0.0,11.83,19.06,6.54,46.29,1.66
2024-01-18,0.0,12.24,18.93,7.92,47.73,1.62
2024-01-19,0.0,12.17,18.38,8.44,49.86,1.88
2024-01-20,0.0,11.14,17.94,7.11,53.52,1.96
2024-01-21,0.0,10.97,19.2,5.77,52.6,2.41
2024-01-22,0.0,11.45,17.75,6.67,45.2,1.48
2024-01-23,0.0,10.65,18.17,5.95,48.27,1.87
2024-01-24,0.0,10.36,16.78,5.89,48.85,1.95
2024-01-25,0.02,10.88,16.74,7.03,48.91,1.6
2024-01-26,0.07,11.04,18.29,5.55,60.48,2.31
2024-01-27,0.0,12.14,19.9,7.18,59.36,2.88
2024-01-28,2.35,12.62,20.33,9.27,69.33,3.01
2024-01-29,0.74,12.8,17.95,9.15,65.82,3.06
2024-01-30,8.52,12.71,19.12,8.28,69.7,2.12
2024-01-31,20.55,11.95,15.54,9.89,83.21,3.19
2024-02-01,5.02,10.21,14.1,4.07,69.24,1.93
2024-02-02,0.0,7.71,16.27,1.02,52.84,3.34
2024-02-03,3.17,8.85,13.71,4.91,67.27,2.74
2024-02-04,2.79,8.69,13.87,4.34,77.67,2.69
2024-02-05,0.02,9.07,15.46,3.95,57.14,1.68
2024-02-06,0.34,9.58,16.35,4.61,50.81,2.05
2024-02-07,0.0,9.01,16.87,3.97,50.95,3.18
2024-02-08,0.0,10.05,21.04,1.33,43.08,4.15
2024-02-09,0.0,12.41,21.73,4.3,36.75,2.38
2024-02-10,0.0,12.33,21.72,4.93,43.83,2.99
2024-02-11,0.0,13.62,22.23,6.11,40.4,2.45
2024-02-12,0.0,13.49,21.19,7.38,44.26,2.15
2024-02-13,0.0,15.44,22.99,10.16,40.17,1.68
2024-02-14,0.0,13.8,22.94,7.74,44.18,3.37
2024-02-15,0.0,15.21,23.4,8.32,35.99,2.19
2024-02-16,0.0,15.5,24.33,9.33,39.71,2.14
2024-02-17,0.0,16.7,23.72,10.0,39.62,2.06
2024-02-18,6.21,13.12,17.08,10.34,61.92,4.84
2024-02-19,32.73,11.78,15.73,8.75,81.98,6.68
2024-02-20,3.03,11.79,18.83,6.31,64.47,3.07
2024-02-21,0.14,10.64,18.54,4.31,56.49,3.11
2024-02-22,0.16,9.64,17.56,3.4,54.07,3.14
2024-02-23,0.0,10.76,18.94,4.84,48.32,3.07
2024-02-24,0.01,12.12,18.75,7.29,42.03,2.14
2024-02-25,0.01,12.6,19.24,6.94,50.91,2.12
2024-02-26,0.1,11.86,19.07,7.57,54.52,2.7
2024-02-27,0.0,12.7,19.44,6.42,55.46,2.23
2024-02-28,0.0,13.84,21.92,8.02,58.69,3.18
2024-02-29,0.0,13.93,20.33,9.35,56.62,2.21
2024-03-01,14.32,12.04,14.99,9.39,78.72,5.32
2024-03-02,40.15,12.64,15.79,8.32,90.11,6.87
2024-03-03,2.41,10.0,15.4,5.84,68.37,4.59
2024-03-04,0.04,9.3,16.6,3.16,56.93,2.31
2024-03-05,0.0,10.36,18.33,3.45,55.49,2.86
2024-03-06,0.0,11.86,17.71,6.19,50.67,1.74
2024-03-07,0.01,12.46,19.15,5.55,54.09,2.29
2024-03-08,0.0,13.43,20.85,7.76,57.55,2.87
2024-03-09,0.0,14.81,23.51,7.51,54.92,3.56
2024-03-10,0.0,17.62,24.03,10.75,45.65,2.11
2024-03-11,0.0,16.29,22.02,11.83,56.84,2.47
2024-03-12,0.0,17.54,24.49,10.54,53.63,2.22
2024-03-13,34.1,14.9,19.61,10.24,69.74,2.12
2024-03-14,0.02,13.91,20.99,8.46,69.63,2.62
2024-03-15,0.0,14.67,22.78,7.68,54.98,3.67
2024-03-16,0.0,16.97,24.4,10.98,45.22,2.49
2024-03-17,0.0,16.9,24.82,10.03,53.38,3.35
2024-03-18,0.0,18.96,26.08,12.35,49.71,2.67
2024-03-19,0.0,18.91,26.51,12.55,55.77,2.99
2024-03-20,0.0,20.71,28.8,13.03,52.2,2.51
2024-03-21,4.52,19.59,26.21,14.84,60.07,3.0
2024-03-22,0.96,19.31,25.19,14.69,67.02,2.52
2024-03-23,0.0,20.02,27.9,13.27,59.52,3.25
2024-03-24,0.0,20.39,27.62,15.31,56.15,3.29
2024-03-25,0.0,20.66,27.63,14.46,57.79,3.2
2024-03-26,0.0,21.93,30.53,14.77,57.53,3.46
2024-03-27,4.09,21.74,27.94,17.64,63.44,2.54
2024-03-28,0.29,20.69,25.86,17.03,72.91,2.0
2024-03-29,8.94,22.1,27.86,17.35,63.88,1.86
2024-03-30,31.37,20.23,25.09,15.47,70.78,1.98
2024-03-31,0.08,17.73,24.33,13.06,72.32,2.6
2024-04-01,0.0,18.59,25.72,11.83,57.82,2.91
2024-04-02,0.0,19.77,27.32,12.6,51.44,2.87
2024-04-03,2.7,20.67,26.88,14.39,53.15,2.49
2024-04-04,0.03,20.32,27.88,13.45,52.66,2.83
2024-04-05,0.0,20.33,27.9,14.23,50.3,3.62
2024-04-06,0.0,20.95,29.09,13.25,46.61,3.07
2024-04-07,0.0,22.31,30.82,14.75,44.88,2.7
2024-04-08,0.0,22.78,31.36,14.59,42.01,3.07
2024-04-09,0.0,23.76,32.39,15.09,40.82,2.81
2024-04-10,0.15,24.76,32.96,18.06,43.3,2.74
2024-04-11,3.16,23.89,31.51,17.23,49.93,3.04
2024-04-12,1.17,24.53,32.27,16.95,50.95,2.67
2024-04-13,3.53,20.66,26.73,17.26,68.79,2.95
2024-04-14,6.02,19.87,24.43,16.03,75.28,3.26
2024-04-15,29.29,20.46,25.56,17.11,80.85,3.05
2024-04-16,2.54,20.41,26.57,15.6,74.15,2.71
2024-04-17,0.0,22.02,29.57,14.51,53.09,2.6
2024-04-18,14.56,22.51,28.97,16.91,53.4,2.06
2024-04-19,18.24,22.45,29.18,17.35,63.82,3.48
2024-04-20,1.21,21.52,27.21,16.79,66.48,2.03
2024-04-21,0.24,22.23,28.93,16.03,60.8,2.42
2024-04-22,1.22,22.3,28.65,16.6,61.06,2.36
2024-04-23,3.11,23.75,29.95,16.4,52.52,2.12
2024-04-24,0.0,23.5,30.25,16.97,56.2,2.71
2024-04-25,0.0,24.8,32.03,17.76,56.5,2.99
2024-04-26,2.1,22.19,28.18,17.95,68.82,2.97
2024-04-27,12.34,19.67,23.0,16.69,76.23,2.24
2024-04-28,9.55,20.84,25.93,16.66,71.34,3.17
2024-04-29,17.45,20.55,25.71,14.8,69.53,3.13
2024-04-30,0.25,17.81,23.55,11.99,67.46,4.05
2024-05-01,0.0,19.67,27.13,11.59,58.17,3.12
2024-05-02,0.0,22.36,30.2,14.77,50.89,2.99
2024-05-03,0.06,22.84,30.33,16.94,53.54,2.63
2024-05-04,0.36,22.96,31.11,16.27,62.39,3.37
2024-05-05,0.0,24.41,31.87,17.46,58.4,3.99
2024-05-06,0.0,26.57,34.88,18.87,52.33,2.72
2024-05-07,0.0,28.03,36.42,20.05,45.82,2.94
2024-05-08,0.0,28.98,37.85,20.45,43.87,2.84
2024-05-09,0.01,29.0,37.43,20.8,47.42,3.06
2024-05-10,13.74,28.48,36.06,22.17,56.54,2.8
2024-05-11,1.92,28.2,33.69,23.89,59.96,1.6
2024-05-12,7.04,25.23,30.63,19.72,59.94,4.43
2024-05-13,0.0,25.0,32.47,17.52,48.64,3.38
2024-05-14,0.0,26.55,34.81,17.68,46.73,3.5
2024-05-15,0.0,29.85,38.03,21.11,42.57,2.06
