radius_m,w_lower,w_upper,component_id,component_name,rank,top3
500,0.7352941176470589,0.7407407407407411,139-013,Mohra Moradu,9,False
500,0.7352941176470589,0.7407407407407411,139-014,Pippala,12,False
500,0.7352941176470589,0.7407407407407411,139-015,Jaulian,3,True
500,0.7352941176470589,0.7407407407407411,139-016,Lalchak mounds,11,False
500,0.7352941176470589,0.7407407407407411,139-017,Bhallar,13,False
500,0.7352941176470589,0.7407407407407411,139-018,Giri Mosque / tombs,6,False
500,0.7407407407407411,0.7428571428571428,139-001,Khanpur Cave,15,False
500,0.7407407407407411,0.7428571428571428,139-003,Bhir Mound,16,False
500,0.7407407407407411,0.7428571428571428,139-004,Sirkap,5,False
500,0.7407407407407411,0.7428571428571428,139-005,Sirsukh,7,False
500,0.7407407407407411,0.7428571428571428,139-006,Dharmarajika,2,True
500,0.7407407407407411,0.7428571428571428,139-007,Khader Mohra,8,False
500,0.7407407407407411,0.7428571428571428,139-008,Kalawan,4,False
500,0.7407407407407411,0.7428571428571428,139-009,Giri complex,1,True
500,0.7407407407407411,0.7428571428571428,139-010,Kunala,9,False
500,0.7407407407407411,0.7428571428571428,139-011,Jandial,17,False
500,0.7407407407407411,0.7428571428571428,139-012,Lalchak / Badalpur,14,False
500,0.7407407407407411,0.7428571428571428,139-013,Mohra Moradu,10,False
500,0.7407407407407411,0.7428571428571428,139-014,Pippala,12,False
500,0.7407407407407411,0.7428571428571428,139-015,Jaulian,3,True
500,0.7407407407407411,0.7428571428571428,139-016,Lalchak mounds,11,False
500,0.7407407407407411,0.7428571428571428,139-017,Bhallar,13,False
500,0.7407407407407411,0.7428571428571428,139-018,Giri Mosque / tombs,6,False
500,0.7428571428571428,0.7457627118644066,139-001,Khanpur Cave,15,False
500,0.7428571428571428,0.7457627118644066,139-003,Bhir Mound,16,False
500,0.7428571428571428,0.7457627118644066,139-004,Sirkap,5,False
500,0.7428571428571428,0.7457627118644066,139-005,Sirsukh,7,False
500,0.7428571428571428,0.7457627118644066,139-006,Dharmarajika,2,True
500,0.7428571428571428,0.7457627118644066,139-007,Khader Mohra,8,False
500,0.7428571428571428,0.7457627118644066,139-008,Kalawan,4,False
500,0.7428571428571428,0.7457627118644066,139-009,Giri complex,1,True
500,0.7428571428571428,0.7457627118644066,139-010,Kunala,9,False
500,0.7428571428571428,0.7457627118644066,139-011,Jandial,17,False
