spatial_state_id,decision_setting_id,joint_draw_id,block_size_m,maximum_displacement_m,landscape_weight,terrain_model,component_id,component_name,score,rank,top3,top5
1,1,11,300,120.0,0.305184206916979,equal_factors,139-017,Buddhist remains around Bhallar stupa,0.6566741494206813,1,True,True
1,1,11,300,120.0,0.305184206916979,equal_factors,139-018,Giri Mosque and tombs,0.5908788705175179,4,False,True
1,2,12,300,120.0,0.539838439344876,correlation_adjusted,139-001,Khanpur Cave,0.4471983000018523,14,False,False
1,2,12,300,120.0,0.539838439344876,correlation_adjusted,139-003,Bhir Mound,0.40679190797700726,15,False,False
1,2,12,300,120.0,0.539838439344876,correlation_adjusted,139-004,Sirkap (fortified city),0.48592023695083286,12,False,False
1,2,12,300,120.0,0.539838439344876,correlation_adjusted,139-005,Sirsukh (fortified ruined city),0.4879525513134267,11,False,False
1,2,12,300,120.0,0.539838439344876,correlation_adjusted,139-006,Dharmarajika stupa and monastery,0.5575063265256791,4,False,True
1,2,12,300,120.0,0.539838439344876,correlation_adjusted,139-007,Khader Mohra (Akhuri),0.5226118197026586,6,False,False
1,2,12,300,120.0,0.539838439344876,correlation_adjusted,139-008,Kalawan group of buildings,0.5018605014520752,9,False,False
1,2,12,300,120.0,0.539838439344876,correlation_adjusted,139-009,Giri complex of monuments,0.6036958382438901,3,True,True
1,2,12,300,120.0,0.539838439344876,correlation_adjusted,139-010,Kunala stupa and monastery,0.5021878870836487,8,False,False
1,2,12,300,120.0,0.539838439344876,correlation_adjusted,139-011,Jandial complex,0.4677337859591326,13,False,False
1,2,12,300,120.0,0.539838439344876,correlation_adjusted,139-012,Lalchak and Badalpur Buddhist stuppa,0.3614364411852586,17,False,False
1,2,12,300,120.0,0.539838439344876,correlation_adjusted,139-013,Mohra Moradu stupa and monastery,0.5072807328928935,7,False,False
1,2,12,300,120.0,0.539838439344876,correlation_adjusted,139-014,Pippala stupa and monastery,0.4951921620321065,10,False,False
1,2,12,300,120.0,0.539838439344876,correlation_adjusted,139-015,Jaulian stupa and monastery,0.6052050091227734,1,True,True
1,2,12,300,120.0,0.539838439344876,correlation_adjusted,139-016,Lalchak mounds,0.39072815798724175,16,False,False
1,2,12,300,120.0,0.539838439344876,correlation_adjusted,139-017,Buddhist remains around Bhallar stupa,0.6051189749150067,2,True,True
1,2,12,300,120.0,0.539838439344876,correlation_adjusted,139-018,Giri Mosque and tombs,0.5515793666545159,5,False,True
1,3,13,300,120.0,0.26224585982757725,equal_factors,139-001,Khanpur Cave,0.4344238166582146,13,False,False
1,3,13,300,120.0,0.26224585982757725,equal_factors,139-003,Bhir Mound,0.3833134007707904,15,False,False
1,3,13,300,120.0,0.26224585982757725,equal_factors,139-004,Sirkap (fortified city),0.43248817908468384,14,False,False
